centreline_id,direction,location,class_type,daily_temperature,daily_precipitation,datetime_bin_start,datetime_bin_end,volume
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 18:00:00,2018-10-07 19:00:00,22
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 17:00:00,2018-10-07 18:00:00,19
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 16:00:00,2018-10-07 17:00:00,28
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 15:00:00,2018-10-07 16:00:00,29
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 14:00:00,2018-10-07 15:00:00,22
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 13:00:00,2018-10-07 14:00:00,12
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 12:00:00,2018-10-07 13:00:00,9
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 11:00:00,2018-10-07 12:00:00,9
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 10:00:00,2018-10-07 11:00:00,10
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 09:00:00,2018-10-07 10:00:00,5
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 08:00:00,2018-10-07 09:00:00,5
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 07:00:00,2018-10-07 08:00:00,2
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 06:00:00,2018-10-07 07:00:00,2
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 05:00:00,2018-10-07 06:00:00,2
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 04:00:00,2018-10-07 05:00:00,1
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 03:00:00,2018-10-07 04:00:00,3
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 02:00:00,2018-10-07 03:00:00,4
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 01:00:00,2018-10-07 02:00:00,12
8313231,Eastbound,ADELAIDE ST E EB W OF JARVIS ST,Cyclists,15,5,2018-10-07 00:00:00,2018-10-07 01:00:00,9
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 23:00:00,2018-10-08 00:00:00,8
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 22:00:00,2018-10-07 23:00:00,5
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 21:00:00,2018-10-07 22:00:00,5
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 20:00:00,2018-10-07 21:00:00,11
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 19:00:00,2018-10-07 20:00:00,14
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 18:00:00,2018-10-07 19:00:00,16
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 17:00:00,2018-10-07 18:00:00,12
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 16:00:00,2018-10-07 17:00:00,30
14047506,Westbound,RICHMOND ST E WB W OF JARVIS ST,Cyclists,15,5,2018-10-07 15:00:00,2018-10-07 16:00:00,22
