"BP_LOC_ID","LATITUDE","LONGITUDE","COUNT_ID","MUNICIPALITY","FACILITY_NAME","CNT_LOC_DESCRIPTION","STREET_1","STREET_2","STREET_3","STREET_4","STREET_5","STREET_6","CNT_DESCRIPTION","TEMPERATURE","SKY","FACILITY_TYPE","COUNT_TYPE","FROM_ST_NAME","FROM_ST_DIR","TO_ST_NAME","TO_ST_DIR","COUNT_DATE","COUNT_DOW","CNT_0630","CNT_0645","CNT_0700","CNT_0715","CNT_0730","CNT_0745","CNT_0800","CNT_0815","CNT_0830","CNT_0845","CNT_0900","CNT_0915","CNT_0930","CNT_0945","CNT_1000","CNT_1015","CNT_1030","CNT_1045","CNT_1100","CNT_1115","CNT_1130","CNT_1145","CNT_1200","CNT_1215","CNT_1230","CNT_1245","CNT_1300","CNT_1315","CNT_1330","CNT_1345","CNT_1400","CNT_1415","CNT_1430","CNT_1445","CNT_1500","CNT_1515","CNT_1530","CNT_1545","CNT_1600","CNT_1615","CNT_1630","CNT_1645","CNT_1700","CNT_1715","CNT_1730","CNT_1745","CNT_1800","CNT_1815","CNT_1830","CNT_1845","CNT_1900","CNT_1915","CNT_1930","CNT_1945","CNT_2000","CNT_2015","CNT_2030","CNT_2045","CNT_TOTAL"
20110,42.3520536608,-71.0900744088,9036,"Boston","Harvard Bridge","Harvard Bridge (Boston side) at Dr. Paul Dudley White Path","Mass Ave.","Esplanade","Harvard Br.","","","","",71,-99,"Trail Intersection","B","Harvard Br.","SB","Esplanade","EB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,4,1,1,3,4,11,,,,,,,,,,,31
20110,42.3520536608,-71.0900744088,9036,"Boston","Harvard Bridge","Harvard Bridge (Boston side) at Dr. Paul Dudley White Path","Mass Ave.","Esplanade","Harvard Br.","","","","",71,-99,"Trail Intersection","B","Harvard Br.","SB","Mass Ave","SB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,21,22,32,32,32,30,26,21,,,,,,,,,,,258
20106,42.3612369941,-71.0728680936,9037,"Boston","Longfellow Bridge","Longfellow Bridge / Esplanade","Dr. P.D. White Path","Cambridge St.","Longfellow Br.","","","","",71,-99,"Trail Intersection","B","Longfelllow Br.","NB","Longfellow Br. ","NB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,12,14,29,10,13,13,14,23,,,,,,,,,,,157
20106,42.3612369941,-71.0728680936,9037,"Boston","Longfellow Bridge","Longfellow Bridge / Esplanade","Dr. P.D. White Path","Cambridge St.","Longfellow Br.","","","","",71,-99,"Trail Intersection","B","Longfellow Br.","SB","Longfellow Br. ","SB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,9,8,7,13,8,4,7,11,,,,,,,,,,,92
20106,42.3612369941,-71.0728680936,9037,"Boston","Longfellow Bridge","Longfellow Bridge / Esplanade","Dr. P.D. White Path","Cambridge St.","Longfellow Br.","","","","",71,-99,"Trail Intersection","B","Dr. P.D. White Path","WB","Dr. P.D. White Path","WB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,19,23,8,16,16,15,15,26,34,,,,,,,,,,,194
20106,42.3612369941,-71.0728680936,9037,"Boston","Longfellow Bridge","Longfellow Bridge / Esplanade","Dr. P.D. White Path","Cambridge St.","Longfellow Br.","","","","",71,-99,"Trail Intersection","B","Dr. P.D. White Path","EB","Dr. P.D. White Path","EB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,8,10,8,9,13,15,11,29,,,,,,,,,,,130
20106,42.3612369941,-71.0728680936,9037,"Boston","Longfellow Bridge","Longfellow Bridge / Esplanade","Dr. P.D. White Path","Cambridge St.","Longfellow Br.","","","","",71,-99,"Trail Intersection","B","Dr. P.D. White Path","WB","Cambridge St.","SB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0,0,2,2,0,0,1,,,,,,,,,,,13
20106,42.3612369941,-71.0728680936,9037,"Boston","Longfellow Bridge","Longfellow Bridge / Esplanade","Dr. P.D. White Path","Cambridge St.","Longfellow Br.","","","","",71,-99,"Trail Intersection","B","Cambridge St.","NB","Dr. P.D. White Path","EB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,0,0,1,2,0,0,3,,,,,,,,,,,14
20106,42.3612369941,-71.0728680936,9037,"Boston","Longfellow Bridge","Longfellow Bridge / Esplanade","Dr. P.D. White Path","Cambridge St.","Longfellow Br.","","","","",71,-99,"Trail Intersection","B","Dr. P.D. White Path","EB","Cambridge St.","SB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,5,1,1,10,5,5,3,6,,,,,,,,,,,52
20106,42.3612369941,-71.0728680936,9037,"Boston","Longfellow Bridge","Longfellow Bridge / Esplanade","Dr. P.D. White Path","Cambridge St.","Longfellow Br.","","","","",71,-99,"Trail Intersection","B","Cambridge St.","NB","Dr. P.D. White Path","WB",1992-06-04,"Th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,7,7,10,12,8,13,11,21,,,,,,,,,,,105
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Minuteman","SB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,8,8,7,2,2,9,4,,,,,,,,,,,52
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Minuteman","SB","Pleasant St.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,3
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Minuteman","SB","Mass Ave","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,2
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mystic St.","WB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,1,0,0,1,,,,,,,,,,,4
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mystic St.","WB","Minuteman","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,2,0,2,,,,,,,,,,,6
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mystic St.","WB","Pleasant St.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,1,,,,,,,,,,,4
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mass Ave","NB","Mystic St.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,3,1,2,2,0,2,0,,,,,,,,,,,13
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mass Ave","NB","Minuteman","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,5,4,5,12,7,8,20,6,,,,,,,,,,,83
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mass Ave","NB","Mass Ave","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,3,9,1,5,3,5,,,,,,,,,,,39
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mass Ave","NB","Pleasant St.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,2,1,0,1,0,,,,,,,,,,,5
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mass Ave","SB","Mystic St.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,1
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mass Ave","SB","Minuteman","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,2
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mass Ave","SB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,4,0,1,2,0,0,1,0,,,,,,,,,,,13
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Mass Ave","SB","Pleasant St.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,1
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Pleasant St.","EB","Mystic St.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1,0,0,5,0,,,,,,,,,,,8
10037,42.4154415005,-71.153287471,9038,"Arlington","Arlington Center/Minuteman Commuter Bikeway","Arlington Center -  Massachusetts Avenue / Pleasant Street / Mystic Street","Mass Ave.","Pleasant St.","Mystic St.","Minuteman","","","",66,1,"Trail Intersection","B","Pleasant St.","EB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,0,0,1,,,,,,,,,,,4
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Alewife Brook Pkwy.","EB","Alewife Brook Pkwy.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Mass Ave","SB","Alewife Brook Pkwy.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,1
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Mass Ave","NB","Alewife Brook Pkwy.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,2
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Alewife Brook Pkwy.","WB","Alewife Brook Pkwy.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Mass Ave","SB","Alewife Brook Pkwy.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Mass Ave","NB","Alewife Brook Pkwy.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Alewife Brook Pkwy.","EB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Alewife Brook Pkwy.","WB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Mass Ave","SB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,6,1,5,6,3,2,6,,,,,,,,,,,40
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Alewife Brook Pkwy.","EB","Mass Ave","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,2
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Alewife Brook Pkwy.","WB","Mass Ave","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","B","Mass Ave","NB","Mass Ave","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,7,13,10,11,4,15,,,,,,,,,,,69
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Alewife Brook Pkwy.","EB","Alewife Brook Pkwy.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3,1,0,0,0,1,,,,,,,,,,,6
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Mass Ave","SB","Alewife Brook Pkwy.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,2,1,,,,,,,,,,,4
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Mass Ave","NB","Alewife Brook Pkwy.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,1,,,,,,,,,,,4
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Alewife Brook Pkwy.","WB","Alewife Brook Pkwy.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Mass Ave","SB","Alewife Brook Pkwy.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,,,,,,,,,,,4
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Mass Ave","NB","Alewife Brook Pkwy.","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,1
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Alewife Brook Pkwy.","EB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Alewife Brook Pkwy.","WB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,1,0,0,1,,,,,,,,,,,4
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Mass Ave","SB","Mass Ave","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,1,3,4,3,3,,,,,,,,,,,17
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Alewife Brook Pkwy.","EB","Mass Ave","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,5,2,0,,,,,,,,,,,8
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Alewife Brook Pkwy.","WB","Mass Ave","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,1,2,0,,,,,,,,,,,6
20008,42.4010707883,-71.1362528699,9039,"Arlington/Cambridge","","Massachusetts Avenue at Alewife Brook Parkway","Mass Ave.","Alewife Brook Pkwy.","","","","","",66,1,"Street Intersection","P","Mass Ave","NB","Mass Ave","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,3,1,8,5,7,,,,,,,,,,,27
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","South Rd.","SB","Minuteman","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,3,1,0,0,,,,,,,,,,,5
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","South Rd.","SB","South Rd.","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,1
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","South Rd.","SB","Railroad Ave","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","South Rd.","SB","Loomis St.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","Loomis St. ","WB","Minuteman","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,2,1,1,0,0,0,,,,,,,,,,,9
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","Loomis St. ","WB","South Rd.","SB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,2
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","Loomis St. ","WB","South Rd.","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","Loomis St. ","WB","Railroad Ave","WB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,3
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","South Rd.","NB","Minuteman","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,1,,,,,,,,,,,4
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","South Rd.","NB","South Rd.","NB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,2,0,0,0,,,,,,,,,,,6
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","South Rd.","NB","Loomis St.","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,4
20009,42.4867063677,-71.276305936,9040,"Bedford","Minuteman Commuter Bikeway","Minuteman Trail - South Road / Loomis Street / Railroad Avenue","South Rd.","Loomis St.","Railroad Ave.","","","","",66,1,"Trail Intersection","B","Railroad Ave","EB","Minuteman","EB",1993-09-28,"Tu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0,1,4,0,2,0,,,,,,,,,,,10
